4257_6397_000000_000000	"Ah, yes!	"Ah, yes!	false	0	1.14	-1
4257_6397_000000_000001	Gould.	Gould.	false	1.14	1.74	24.988972
4257_6397_000000_000002	What sort of a man is he?"	What sort of a man is he?"	false	1.74	5.13	24.25681
4257_6397_000001_000000	Sir John had heard much of Charles Gould in Sta.	Sir john had heard much of Charles Gould in s t a.	false	5.13	5.22	7
4257_6397_000001_000001	Marta, and wanted to know more.	Marta, and wanted to know more.	false	5.22	5.37	-20
4257_6397_000001_000002	The engineer-in-chief assured him that the administrator of the San Tome silver mine had an immense influence over all these Spanish Dons.	The engineer in chief assured him that the administrator of the San Tome silver mine had an immense influence over all these Spanish Dons.	false	5.37	6	26
4257_6397_000001_000003	He had also one of the best houses in Sulaco, and the Gould hospitality was beyond all praise.	He had also one of the best houses in Sulaco, and the Gould hospitality was beyond all praise.	false	6	6.48	23.01491
4257_6397_000002_000000	"They received me as if they had known me for years," he said.	"They received me as if they had known me for years," he said.	false	6.48	6.84	-20
4257_6397_000002_000001	"The little lady is kindness personified.	"The little lady is kindness personified.	false	6.84	6.99	-20
4257_6397_000002_000002	I stayed with them for a month.	I stayed with them for a month.	false	6.99	7.26	100
4257_6397_000002_000003	He helped me to organize the surveying parties.	He helped me to organize the surveying parties.	false	7.26	7.41	13
4257_6397_000002_000004	His practical ownership of the San Tome silver mine gives him a special position.	His practical ownership of the San Tome silver mine gives him a special position.	false	7.41	7.65	14
4257_6397_000002_000005	He seems to have the ear of every provincial authority apparently, and, as I said, he can wind all the hidalgos of the province round his little finger.	He seems to have the ear of every provincial authority apparently, and, as I said, he can wind all the hidalgos of the province round his little finger.	false	7.65	8.13	22.485239
4257_6397_000002_000006	If you follow his advice the difficulties will fall away, because he wants the railway.	If you follow his advice the difficulties will fall away, because he wants the railway.	false	8.13	8.4	11
4257_6397_000002_000007	Of course, you must be careful in what you say.	Of course, you must be careful in what you say.	false	8.4	8.61	8
4257_6397_000002_000008	He's English, and besides he must be immensely wealthy.	He's English, and besides he must be immensely wealthy.	false	8.61	8.61	
4257_6397_000002_000009	The Holroyd house is in with him in that mine, so you may imagine--"	The Holroyd house is in with him in that mine, so you may imagine-"	false	8.61	11.04	24.428415
4257_6397_000003_000000	He interrupted himself as, from before one of the little fires burning outside the low wall of the corral, arose the figure of a man wrapped in a poncho up to the neck.	He interrupted himself as, from before one of the little fires burning outside the low wall of the corral, arose the figure of a man wrapped in a poncho up to the neck.	false	11.04	11.04	
4257_6397_000003_000001	The saddle which he had been using for a pillow made a dark patch on the ground against the red glow of embers.	The saddle which he had been using for a pillow made a dark patch on the ground against the red glow of embers.	false	11.04	13.02	22.461296
4257_6397_000004_000000	"I shall see Holroyd himself on my way back through the States," said Sir John.	"I shall see Holroyd himself on my way back through the States," said Sir john.	false	13.02	14.91	24
4257_6397_000004_000001	"I've ascertained that he, too, wants the railway."	"I've ascertained that he, too, wants the railway."	false	14.91	15.93	2
4257_6397_000005_000000	The man who, perhaps disturbed by the proximity of the voices, had arisen from the ground, struck a match to light a cigarette.	The man who, perhaps disturbed by the proximity of the voices, had arisen from the ground, struck a match to light a cigarette.	false	15.93	17.46	21.166342
4257_6397_000005_000001	The flame showed a bronzed, black-whiskered face, a pair of eyes gazing straight; then, rearranging his wrappings, he sank full length and laid his head again on the saddle.	The flame showed a bronzed, black whiskered face, a pair of eyes gazing straight; then, rearranging his wrappings, he sank full length and laid his head again on the saddle.	false	17.46	18.84	20.275679
4257_6397_000006_000000	"That's our camp-master, whom I must send back to Sulaco now we are going to carry our survey into the Sta.	"That's our camp master, whom I must send back to Sulaco now we are going to carry our survey into the s t a.	false	18.84	19.92	14.150611
4257_6397_000006_000001	Marta Valley," said the engineer.	Marta Valley," said the engineer.	false	19.92	20.13	22
4257_6397_000006_000002	"A most useful fellow, lent me by Captain Mitchell of the O.S.N.	"A most useful fellow, lent me by Captain Mitchell of the o s n	false	20.13	21.33	20.385462
4257_6397_000006_000003	Company.	Company.	false	21.33	21.42	7
4257_6397_000006_000004	It was very good of Mitchell.	It was very good of Mitchell.	false	21.42	22.05	10.996093
4257_6397_000006_000005	Charles Gould told me I couldn't do better than take advantage of the offer.	Charles Gould told me I couldn't do better than take advantage of the offer.	false	22.05	23.4	22.265812
4257_6397_000006_000006	He seems to know how to rule all these muleteers and peons.	He seems to know how to rule all these muleteers and peons.	false	23.4	23.55	15
4257_6397_000006_000007	We had not the slightest trouble with our people.	We had not the slightest trouble with our people.	false	23.55	23.64	2
4257_6397_000006_000008	He shall escort your diligencia right into Sulaco with some of our railway peons.	He shall escort your diligencia right into Sulaco with some of our railway peons.	false	23.64	23.88	14
4257_6397_000006_000009	The road is bad.	The road is bad.	false	23.88	24	5
4257_6397_000006_000010	To have him at hand may save you an upset or two.	To have him at hand may save you an upset or two.	false	24	24.12	8
4257_6397_000006_000011	He promised me to take care of your person all the way down as if you were his father."	He promised me to take care of your person all the way down as if you were his father."	false	24.12	24.33	21
4257_6397_000007_000000	This camp-master was the Italian sailor whom all the Europeans in Sulaco, following Captain Mitchell's mispronunciation, were in the habit of calling Nostromo.	This camp master was the Italian sailor whom all the Europeans in Sulaco, following Captain Mitchell's mispronunciation, were in the habit of calling Nostromo.	false	24.33	24.63	6
4257_6397_000007_000001	And indeed, taciturn and ready, he did take excellent care of his charge at the bad parts of the road, as Sir John himself acknowledged to Mrs. Gould afterwards.	And indeed, taciturn and ready, he did take excellent care of his charge at the bad parts of the road, as Sir john himself acknowledged to mrs Gould afterwards.	false	24.63	24.96	-20
4257_6397_000008_000000	CHAPTER SIX	CHAPTER SIX	false	24.96	29.34	21.785519
4257_6397_000009_000000	At that time Nostromo had been already long enough in the country to raise to the highest pitch Captain Mitchell's opinion of the extraordinary value of his discovery.	At that time Nostromo had been already long enough in the country to raise to the highest pitch Captain Mitchell's opinion of the extraordinary value of his discovery.	true	29.34	38.17	24.686527
4257_6397_000009_000001	Clearly he was one of those invaluable subordinates whom to possess is a legitimate cause of boasting.	Clearly he was one of those invaluable subordinates whom to possess is a legitimate cause of boasting.	true	38.84	44.32	20.663734
4257_6397_000009_000002	Captain Mitchell plumed himself upon his eye for men--but he was not selfish--and in the innocence of his pride was already developing that mania for "lending you my Capataz de Cargadores" which was to bring Nostromo into personal contact, sooner or later, with every European in Sulaco, as a sort of universal factotum--a prodigy of efficiency in his own sphere of life.	Captain Mitchell plumed himself upon his eye for men-but he was not selfish-and in the innocence of his pride was already developing that mania for "lending you my Capataz de Cargadores" which was to bring Nostromo into personal contact, sooner or later, with every European in Sulaco, as a sort of universal factotum-a prodigy of efficiency in his own sphere of life.	false	45.38	69.49	21.534521
4257_6397_000010_000000	"The fellow is devoted to me, body and soul!" Captain Mitchell was given to affirm; and though nobody, perhaps, could have explained why it should be so, it was impossible on a survey of their relation to throw doubt on that statement, unless, indeed, one were a bitter, eccentric character like Dr. Monygham--for instance--whose short, hopeless laugh expressed somehow an immense mistrust of mankind.	"The fellow is devoted to me, body and soul!" Captain Mitchell was given to affirm; and though nobody, perhaps, could have explained why it should be so, it was impossible on a survey of their relation to throw doubt on that statement, unless, indeed, one were a bitter, eccentric character like dr Monygham-for instance-whose short, hopeless laugh expressed somehow an immense mistrust of mankind.	false	70.07	94.78	22.610401
4257_6397_000010_000001	Not that Dr. Monygham was a prodigal either of laughter or of words.	Not that dr Monygham was a prodigal either of laughter or of words.	true	95.51	99.7	24.310472
4257_6397_000010_000002	He was bitterly taciturn when at his best.	He was bitterly taciturn when at his best.	true	99.98	102.49	21.206299
4257_6397_000010_000003	At his worst people feared the open scornfulness of his tongue.	At his worst people feared the open scornfulness of his tongue.	true	103.28	106.9	22.279894
4257_6397_000010_000004	Only Mrs. Gould could keep his unbelief in men's motives within due bounds; but even to her (on an occasion not connected with Nostromo, and in a tone which for him was gentle), even to her, he had said once, "Really, it is most unreasonable to demand that a man should think of other people so much better than he is able to think of himself."	Only mrs Gould could keep his unbelief in men's motives within due bounds; but even to her (on an occasion not connected with Nostromo, and in a tone which for him was gentle), even to her, he had said once, "Really, it is most unreasonable to demand that a man should think of other people so much better than he is able to think of himself."	true	107.42	129.25	22.360882
4257_6397_000011_000000	And Mrs. Gould had hastened to drop the subject.	And mrs Gould had hastened to drop the subject.	true	130.67	133.54	20.130333
4257_6397_000011_000001	There were strange rumours of the English doctor.	There were strange rumours of the English doctor.	true	133.94	136.48	22.405666
