3989_182389_000000_000000	II	two	false	22.32	23.04	11
3989_182389_000001_000000	WHY PETER RABBIT CANNOT FOLD HIS HANDS	WHY peter RABBIT CANNOT FOLD HIS HANDS	true	23.04	25.63	23.911432
3989_182389_000002_000000	Happy Jack Squirrel sat with his hands folded across his white waistcoat.	Happy Jack Squirrel sat with his hands folded across his white waistcoat.	true	26.96	30.79	20
3989_182389_000002_000001	He is very fond of sitting with his hands folded that way. A little way from him sat Peter Rabbit.	He is very fond of sitting with his hands folded that way. A little way from him sat peter Rabbit.	true	31.16	37.18	21.66341
3989_182389_000002_000002	Peter was sitting up very straight, but his hands dropped right down in front.	peter was sitting up very straight, but his hands dropped right down in front.	true	37.4	41.83	23.4799
3989_182389_000002_000003	Happy Jack noticed it.	Happy Jack noticed it.	true	42.02	43.57	21
3989_182389_000003_000000	"Why don't you fold your hands the way I do, Peter Rabbit?" shouted Happy Jack.	"Why don't you fold your hands the way I do, peter Rabbit?" shouted Happy Jack.	true	44	48.52	18
3989_182389_000004_000000	"I--I--don't want to," stammered Peter.	"I-I-don't want to," stammered peter.	false	49.16	52.63	26.962715
3989_182389_000005_000000	"You mean you can't!" jeered Happy Jack.	"You mean you can't!" jeered Happy Jack.	true	53.09	55.81	31.416485
3989_182389_000006_000000	Peter pretended not to hear, and a few minutes later he hopped away towards the dear Old Briar-patch, lipperty-lipperty-lip.	peter pretended not to hear, and a few minutes later he hopped away towards the dear Old Briar patch, lipperty lipperty lip.	true	56.78	63.52	13
3989_182389_000006_000001	Happy Jack watched him go, and there was a puzzled look in Happy Jack's eyes.	Happy Jack watched him go, and there was a puzzled look in Happy Jack's eyes.	false	63.83	68.23	18
3989_182389_000007_000000	"I really believe he can't fold his hands," said Happy Jack to himself, but speaking aloud.	"I really believe he can't fold his hands," said Happy Jack to himself, but speaking aloud.	true	69.05	74.74	22.746756
3989_182389_000008_000000	"He can't, and none of his family can," said a gruff voice.	"He can't, and none of his family can," said a gruff voice.	true	75.29	78.97	26.985256
3989_182389_000009_000000	Happy Jack turned to find Old Mr. Toad sitting in the Lone Little Path.	Happy Jack turned to find Old mr Toad sitting in the Lone Little Path.	true	79.67	83.8	15
3989_182389_000010_000000	"Why not?" asked Happy Jack.	"Why not?" asked Happy Jack.	true	84.14	86.32	27.600574
3989_182389_000011_000000	"Ask Grandfather Frog; he knows," replied Old Mr. Toad, and started on about his business.	"Ask Grandfather Frog; he knows," replied Old mr Toad, and started on about his business.	true	86.75	92.59	24.859463
3989_182389_000012_000000	And this is how it happens that Grandfather Frog told this story to the little meadow and forest people gathered around him on the bank of the Smiling Pool.	And this is how it happens that Grandfather Frog told this story to the little meadow and forest people gathered around him on the bank of the Smiling Pool.	true	94.01	103.06	22.292192
3989_182389_000013_000000	"Chug-a-rum!" said Grandfather Frog.	"Chug a rum!" said Grandfather Frog.	true	103.16	105.825	16
3989_182389_000013_000001	"Old Mr. Rabbit, the grandfather a thousand times removed of Peter Rabbit, was always getting into trouble.	"Old mr Rabbit, the grandfather a thousand times removed of peter Rabbit, was always getting into trouble.	true	105.825	112.51	17
3989_182389_000013_000002	Yes, Sir, old Mr. Rabbit was always getting into trouble. Seemed like he wouldn't be happy if he couldn't get into trouble.	Yes, Sir, old mr Rabbit was always getting into trouble. Seemed like he wouldn't be happy if he couldn't get into trouble.	true	112.64	119.56	19
3989_182389_000013_000003	It was all because he was so dreadfully curious about other people's business, just as Peter Rabbit is now.	It was all because he was so dreadfully curious about other people's business, just as peter Rabbit is now.	true	119.87	126.4	20.880297
3989_182389_000013_000004	It seemed that he was just born to be curious and so, of course, to get into trouble.	It seemed that he was just born to be curious and so, of course, to get into trouble.	true	126.86	131.89	22
