3370_163384_000002_000000	"Be done, boys!	"Be done, boys!
3370_163384_000002_000001	Who's there?"	Who's there?"
3370_163384_000003_000000	I says:	I says:
3370_163384_000005_000000	"Who's me?"	"Who's me?"
3370_163384_000006_000000	"George Jackson, sir."	"George Jackson, sir."
3370_163384_000007_000000	"What do you want?"	"What do you want?"
3370_163384_000008_000000	"I don't want nothing, sir.	"I don't want nothing, sir.
3370_163384_000010_000000	"I warn't prowling around, sir, I fell overboard off of the steamboat."	"I warn't prowling around, sir, I fell overboard off of the steamboat."
3370_163384_000011_000000	"Oh, you did, did you?	"Oh, you did, did you?
3370_163384_000011_000001	Strike a light there, somebody.	Strike a light there, somebody.
3370_163384_000012_000000	"George Jackson, sir.	"George Jackson, sir.
3370_163384_000012_000001	I'm only a boy."	I'm only a boy."
3370_163384_000013_000000	"Look here, if you're telling the truth you needn't be afraidnobody'll hurt you.	"Look here, if you're telling the truth you needn't be afraid  nobody'll hurt you.
3370_163384_000013_000001	But don't try to budge; stand right where you are.	But don't try to budge; stand right where you are.
3370_163384_000013_000002	Rouse out Bob and Tom, some of you, and fetch the guns.	Rouse out Bob and Tom, some of you, and fetch the guns.
3370_163384_000013_000003	George Jackson, is there anybody with you?"	George Jackson, is there anybody with you?"
3370_163384_000014_000000	"No, sir, nobody."	"No, sir, nobody."
3370_163384_000015_000000	I heard the people stirring around in the house now, and see a light. The man sung out:	I heard the people stirring around in the house now, and see a light. The man sung out:
3370_163384_000016_000000	"Snatch that light away, Betsy, you old foolain't you got any sense? Put it on the floor behind the front door.	"Snatch that light away, Betsy, you old fool  ain't you got any sense? Put it on the floor behind the front door.
3370_163384_000016_000001	Bob, if you and Tom are ready, take your places."	Bob, if you and Tom are ready, take your places."
3370_163384_000017_000000	"All ready."	"All ready."
3370_163384_000018_000000	"Now, George Jackson, do you know the Shepherdsons?"	"Now, George Jackson, do you know the Shepherdsons?"
3370_163384_000019_000000	"No, sir; I never heard of them."	"No, sir; I never heard of them."
3370_163384_000020_000001	Now, all ready.	Now, all ready.
3370_163384_000020_000002	Step forward, George Jackson.	Step forward, George Jackson.
3370_163384_000020_000004	If there's anybody with you, let him keep backif he shows himself he'll be shot. Come along now.	If there's anybody with you, let him keep back  if he shows himself he'll be shot. Come along now.
3370_163384_000021_000001	I took one slow step at a time and there warn't a sound, only I thought I could hear my heart. The dogs were as still as the humans, but they followed a little behind me.	I took one slow step at a time and there warn't a sound, only I thought I could hear my heart. The dogs were as still as the humans, but they followed a little behind me.
3370_163384_000021_000002	When I got to the three log doorsteps I heard them unlocking and unbarring and unbolting.	When I got to the three log doorsteps I heard them unlocking and unbarring and unbolting.
3370_163384_000023_000000	"There; I reckon it's all right.	"There; I reckon it's all right.
3370_163384_000023_000001	Come in."	Come in."
3370_163384_000024_000002	So he didn't pry into my pockets, but only felt outside with his hands, and said it was all right.	So he didn't pry into my pockets, but only felt outside with his hands, and said it was all right.
3370_163384_000024_000003	He told me to make myself easy and at home, and tell all about myself; but the old lady says:	He told me to make myself easy and at home, and tell all about myself; but the old lady says:
3370_163384_000026_000000	"True for you, RachelI forgot."	"True for you, Rachel  I forgot."
3370_163384_000028_000000	"Betsy" (this was a nigger woman), "you fly around and get him something to eat as quick as you can, poor thing; and one of you girls go and wake up Buck and tell himoh, here he is himself.	"Betsy" (this was a nigger woman), "you fly around and get him something to eat as quick as you can, poor thing; and one of you girls go and wake up Buck and tell him  oh, here he is himself.
3370_163384_000028_000001	Buck, take this little stranger and get the wet clothes off from him and dress him up in some of yours that's dry."	Buck, take this little stranger and get the wet clothes off from him and dress him up in some of yours that's dry."
3370_163384_000029_000000	Buck looked about as old as methirteen or fourteen or along there, though he was a little bigger than me.	Buck looked about as old as me  thirteen or fourteen or along there, though he was a little bigger than me.
3370_163384_000029_000001	He hadn't on anything but a shirt, and he was very frowzy-headed.	He hadn't on anything but a shirt, and he was very frowzy headed.
3370_163384_000030_000000	"Ain't they no Shepherdsons around?"	"Ain't they no Shepherdsons around?"
3370_163384_000031_000000	They said, no, 'twas a false alarm.	They said, no, 'twas a false alarm.
3370_163384_000032_000000	"Well," he says, "if they'd a ben some, I reckon I'd a got one."	"Well," he says, "if they'd a ben some, I reckon I'd a got one."
3370_163384_000033_000000	They all laughed, and Bob says:	They all laughed, and Bob says:
3370_163384_000034_000000	"Why, Buck, they might have scalped us all, you've been so slow in coming."	"Why, Buck, they might have scalped us all, you've been so slow in coming."
3370_163384_000035_000000	"Well, nobody come after me, and it ain't right I'm always kept down; I don't get no show."	"Well, nobody come after me, and it ain't right I'm always kept down; I don't get no show."
3370_163384_000036_000001	Go 'long with you now, and do as your mother told you."	Go 'long with you now, and do as your mother told you."
3370_163384_000037_000000	When we got up-stairs to his room he got me a coarse shirt and a roundabout and pants of his, and I put them on.	When we got up stairs to his room he got me a coarse shirt and a roundabout and pants of his, and I put them on.
3370_163384_000038_000000	"Well, guess," he says.	"Well, guess," he says.
3370_163384_000040_000000	"But you can guess, can't you?	"But you can guess, can't you?
3370_163384_000040_000001	It's just as easy."	It's just as easy."
3370_163384_000042_000000	"Why, any candle," he says.	"Why, any candle," he says.
3370_163384_000043_000000	"I don't know where he was," says I; "where was he?"	"I don't know where he was," says I; "where was he?"
3370_163384_000044_000001	That's where he was!"	That's where he was!"
3370_163384_000045_000000	"Well, if you knowed where he was, what did you ask me for?"	"Well, if you knowed where he was, what did you ask me for?"
3370_163384_000046_000000	"Why, blame it, it's a riddle, don't you see?	"Why, blame it, it's a riddle, don't you see?
3370_163384_000046_000002	You got to stay always.	You got to stay always.
3370_163384_000046_000004	Do you own a dog?	Do you own a dog?
3370_163384_000046_000006	Do you like to comb up Sundays, and all that kind of foolishness?	Do you like to comb up Sundays, and all that kind of foolishness?
3370_163384_000046_000009	I reckon I'd better put 'em on, but I'd ruther not, it's so warm.	I reckon I'd better put 'em on, but I'd ruther not, it's so warm.
3370_163384_000046_000010	Are you all ready?	Are you all ready?
3370_163384_000046_000011	All right.	All right.
3370_163384_000047_000000	Cold corn-pone, cold corn-beef, butter and buttermilkthat is what they had for me down there, and there ain't nothing better that ever I've come across yet.	Cold corn pone, cold corn beef, butter and buttermilk  that is what they had for me down there, and there ain't nothing better that ever I've come across yet.
3370_163384_000047_000002	They all smoked and talked, and I eat and talked.	They all smoked and talked, and I eat and talked.
3370_163384_000047_000003	The young women had quilts around them, and their hair down their backs.	The young women had quilts around them, and their hair down their backs.
3370_163384_000047_000007	So I laid there about an hour trying to think, and when Buck waked up I says:	So I laid there about an hour trying to think, and when Buck waked up I says:
3370_163384_000048_000000	"Can you spell, Buck?"	"Can you spell, Buck?"
3370_163384_000049_000000	"Yes," he says.	"Yes," he says.
3370_163384_000050_000000	"I bet you can't spell my name," says I.	"I bet you can't spell my name," says i
3370_163384_000051_000000	"I bet you what you dare I can," says he.	"I bet you what you dare I can," says he.
3370_163384_000052_000000	"All right," says I, "go ahead."	"All right," says I, "go ahead."
3370_163384_000053_000000	"G-e-o-r-g-e J-a-x-o-nthere now," he says.	"G e o r g e J a x o n  there now," he says.
3370_163384_000054_000000	"Well," says I, "you done it, but I didn't think you could.	"Well," says I, "you done it, but I didn't think you could.
3370_163384_000056_000000	It was a mighty nice family, and a mighty nice house, too.	It was a mighty nice family, and a mighty nice house, too.
3370_163384_000056_000004	There was a big fireplace that was bricked on the bottom, and the bricks was kept clean and red by pouring water on them and scrubbing them with another brick; sometimes they wash them over with red water-paint that they call Spanish-brown, same as they do in town.	There was a big fireplace that was bricked on the bottom, and the bricks was kept clean and red by pouring water on them and scrubbing them with another brick; sometimes they wash them over with red water paint that they call Spanish brown, same as they do in town.
3370_163384_000056_000005	They had big brass dog-irons that could hold up a saw-log.	They had big brass dog irons that could hold up a saw log.
3370_163384_000056_000006	There was a clock on the middle of the mantelpiece, with a picture of a town painted on the bottom half of the glass front, and a round place in the middle of it for the sun, and you could see the pendulum swinging behind it.	There was a clock on the middle of the mantelpiece, with a picture of a town painted on the bottom half of the glass front, and a round place in the middle of it for the sun, and you could see the pendulum swinging behind it.
3370_163384_000056_000007	It was beautiful to hear that clock tick; and sometimes when one of these peddlers had been along and scoured her up and got her in good shape, she would start in and strike a hundred and fifty before she got tuckered out.	It was beautiful to hear that clock tick; and sometimes when one of these peddlers had been along and scoured her up and got her in good shape, she would start in and strike a hundred and fifty before she got tuckered out.
3370_163384_000057_000000	Well, there was a big outlandish parrot on each side of the clock, made out of something like chalk, and painted up gaudy.	Well, there was a big outlandish parrot on each side of the clock, made out of something like chalk, and painted up gaudy.
3370_163384_000057_000002	They squeaked through underneath.	They squeaked through underneath.
3370_163384_000057_000003	There was a couple of big wild-turkey-wing fans spread out behind those things.	There was a couple of big wild turkey wing fans spread out behind those things.
