3370_163384_000000_000000	CHAPTER XVII.	CHAPTER seventeen.	false	3.24	23.355	22.493317
3370_163384_000001_000000	IN about a minute somebody spoke out of a window without putting his head out, and says:	IN about a minute somebody spoke out of a window without putting his head out, and says:	false	23.355	28.99	21
3370_163384_000002_000000	"Be done, boys!	"Be done, boys!	true	29.27	30.61	22.981886
3370_163384_000002_000001	Who's there?"	Who's there?"	true	30.74	31.66	25.088697
3370_163384_000003_000000	I says:	I says:	true	32.33	33.19	22.156757
3370_163384_000004_000000	"It's me."	"It's me."	true	33.65	34.54	19.652338
3370_163384_000005_000000	"Who's me?"	"Who's me?"	true	34.88	36.1	21.483837
3370_163384_000006_000000	"George Jackson, sir."	"George Jackson, sir."	true	36.35	37.81	23.35153
3370_163384_000007_000000	"What do you want?"	"What do you want?"	true	38.48	39.82	23.128172
3370_163384_000008_000000	"I don't want nothing, sir.	"I don't want nothing, sir.	true	40.37	42.01	20.468239
3370_163384_000008_000001	I only want to go along by, but the dogs won't let me."	I only want to go along by, but the dogs won't let me."	true	42.17	46.06	18.567785
3370_163384_000009_000000	"What are you prowling around here this time of night forhey?"	"What are you prowling around here this time of night for  hey?"	false	46.58	50.11	22.517828
3370_163384_000010_000000	"I warn't prowling around, sir, I fell overboard off of the steamboat."	"I warn't prowling around, sir, I fell overboard off of the steamboat."	true	50.75	55.18	22.41167
3370_163384_000011_000000	"Oh, you did, did you?	"Oh, you did, did you?	true	56.03	57.97	24.790476
3370_163384_000011_000001	Strike a light there, somebody.	Strike a light there, somebody.	true	58.37	60.34	27.104826
3370_163384_000011_000002	What did you say your name was?"	What did you say your name was?"	false	60.68	62.26	19.386799
3370_163384_000012_000000	"George Jackson, sir.	"George Jackson, sir.	true	62.96	64.33	26.32741
3370_163384_000012_000001	I'm only a boy."	I'm only a boy."	true	64.55	65.92	21.217438
3370_163384_000013_000000	"Look here, if you're telling the truth you needn't be afraidnobody'll hurt you.	"Look here, if you're telling the truth you needn't be afraid  nobody'll hurt you.	true	66.38	71.71	24.817053
3370_163384_000013_000001	But don't try to budge; stand right where you are.	But don't try to budge; stand right where you are.	true	72.26	76	22.078125
3370_163384_000013_000002	Rouse out Bob and Tom, some of you, and fetch the guns.	Rouse out Bob and Tom, some of you, and fetch the guns.	true	76.46	79.87	22.546186
3370_163384_000013_000003	George Jackson, is there anybody with you?"	George Jackson, is there anybody with you?"	true	80.45	83.2	26.915073
3370_163384_000014_000000	"No, sir, nobody."	"No, sir, nobody."	true	83.54	85.21	22.254618
