1052_139307_000000_000000	CHAPTER VI	CHAPTER six	false	0.99	17.46	21.404272
1052_139307_000001_000000	THE HALL OF THE ATLAS	THE HALL OF THE ATLAS	true	17.46	19	16
1052_139307_000002_000000	From the moment when the tailor had bowed his farewell to the moment when Graham found himself in the lift, was altogether barely five minutes.	From the moment when the tailor had bowed his farewell to the moment when Graham found himself in the lift, was altogether barely five minutes.	true	20.27	27.22	15
1052_139307_000002_000001	As yet the haze of his vast interval of sleep hung about him, as yet the initial strangeness of his being alive at all in this remote age touched everything with wonder, with a sense of the irrational, with something of the quality of a realistic dream.	As yet the haze of his vast interval of sleep hung about him, as yet the initial strangeness of his being alive at all in this remote age touched everything with wonder, with a sense of the irrational, with something of the quality of a realistic dream.	true	27.38	40.75	13
1052_139307_000002_000002	He was still detached, an astonished spectator, still but half involved in life.	He was still detached, an astonished spectator, still but half involved in life.	true	40.97	46.305	20
1052_139307_000002_000003	What he had seen, and especially the last crowded tumult, framed in the setting of the balcony, had a spectacular turn, like a thing witnessed from the box of a theatre. "I don't understand," he said.	What he had seen, and especially the last crowded tumult, framed in the setting of the balcony, had a spectacular turn, like a thing witnessed from the box of a theatre. "I don't understand," he said.	false	46.305	57.88	19.628479
1052_139307_000002_000004	"What was the trouble?	"What was the trouble?	true	58.04	59.04	16
1052_139307_000002_000005	My mind is in a whirl.	My mind is in a whirl.	true	59.04	60.27	-20
1052_139307_000002_000006	Why were they shouting?	Why were they shouting?	true	60.27	61.44	18
1052_139307_000002_000007	What is the danger?"	What is the danger?"	true	61.44	62.65	20.743334
1052_139307_000003_000000	"We have our troubles," said Howard.	"We have our troubles," said Howard.	true	63.47	66.01	21.772263
1052_139307_000003_000001	His eyes avoided Graham's enquiry. "This is a time of unrest.	His eyes avoided Graham's enquiry. "This is a time of unrest.	true	66.05	70.48	16.739227
1052_139307_000003_000002	And, in fact, your appearance, your waking just now, has a sort of connexion--"	And, in fact, your appearance, your waking just now, has a sort of connexion-"	true	70.88	77.53	21.932735
1052_139307_000004_000000	He spoke jerkily, like a man not quite sure of his breathing.	He spoke jerkily, like a man not quite sure of his breathing.	true	78.05	81.34	21
1052_139307_000004_000001	He stopped abruptly.	He stopped abruptly.	true	81.44	82.99	21.068436
1052_139307_000005_000000	"I don't understand," said Graham.	"I don't understand," said Graham.	true	83.63	85.72	21
1052_139307_000006_000000	"It will be clearer later," said Howard.	"It will be clearer later," said Howard.	true	86.39	88.72	20.579689
1052_139307_000007_000000	He glanced uneasily upward, as though he found the progress of the lift slow.	He glanced uneasily upward, as though he found the progress of the lift slow.	true	88.76	92.74	18
1052_139307_000008_000000	"I shall understand better, no doubt, when I have seen my way about a little," said Graham puzzled.	"I shall understand better, no doubt, when I have seen my way about a little," said Graham puzzled.	true	93.95	98.89	16
1052_139307_000008_000001	"It will be--it is bound to be perplexing. At present it is all so strange.	"It will be-it is bound to be perplexing. At present it is all so strange.	false	99.41	104.535	20.91258
1052_139307_000008_000002	Anything seems possible.	Anything seems possible.	true	104.535	106.08	17
1052_139307_000008_000003	Anything.	Anything.	true	106.08	106.93	25.42459
1052_139307_000008_000004	In the details even.	In the details even.	true	107.03	108.33	17
1052_139307_000008_000005	Your counting, I understand, is different."	Your counting, I understand, is different."	true	108.33	110.8	21
