3380_64300_000000_000000	Mewks slunk away.	Mewks slunk away.	false	0	1.11	5
3380_64300_000000_000001	Jemima came, and Mr. Redmain ordered her to get breakfast for himself and Mary.	Jemima came, and mr Redmain ordered her to get breakfast for himself and Mary.	false	1.11	6.39	22.246046
3380_64300_000000_000002	It was done speedily, and Mary remained in the sick-chamber until the lawyer arrived.	It was done speedily, and Mary remained in the sick chamber until the lawyer arrived.	false	6.39	21.945	22.924387
3380_64300_000001_000000	CHAPTER LV.	CHAPTER fifty five.	true	21.945	23.47	25.371244
3380_64300_000002_000000	DISAPPEARANCE.	DISAPPEARANCE.	true	23.48	24.45	24.99466
3380_64300_000003_000000	"I am afraid I must ask you to leave us now, Miss Marston," said Mr. Brett, seated with pen, ink, and paper, to receive his new client's instructions.	"I am afraid I must ask you to leave us now, Miss Marston," said mr Brett, seated with pen, ink, and paper, to receive his new client's instructions.	false	24.45	34.24	24.728144
3380_64300_000004_000000	"No," said Mr. Redmain; "she must stay where she is.	"No," said mr Redmain; "she must stay where she is.	true	35.27	38.41	21.086872
3380_64300_000004_000001	I fancy something happened last night which she has got to tell us about."	I fancy something happened last night which she has got to tell us about."	true	38.75	42.52	24.685572
3380_64300_000005_000000	"Ah!	"Ah!	true	43.28	43.995	22.756428
3380_64300_000005_000001	What was that?" asked Mr. Brett, facing round on her.	What was that?" asked mr Brett, facing round on her.	true	43.995	48.04	20.918547
3380_64300_000006_000000	Mary began her story with the incident of her having been pursued by some one, and rescued by the blacksmith, whom she told her listeners she had known in London.	Mary began her story with the incident of her having been pursued by some one, and rescued by the blacksmith, whom she told her listeners she had known in London.	true	49.13	58.42	22.804356
3380_64300_000006_000001	Then she narrated all that had happened the night before, from first to last, not forgetting the flame that lighted the closet as they approached the window.	Then she narrated all that had happened the night before, from first to last, not forgetting the flame that lighted the closet as they approached the window.	true	59.51	67.75	23.052729
3380_64300_000007_000000	"Just let me see those memoranda," said Mr. Brett to Mr. Redmain, rising, and looking for the paper where he had left it the day before.	"Just let me see those memoranda," said mr Brett to mr Redmain, rising, and looking for the paper where he had left it the day before.	true	69.02	76.9	21.483585
3380_64300_000008_000000	"It was of that paper I was this moment thinking," answered Mr. Redmain.	"It was of that paper I was this moment thinking," answered mr Redmain.	true	78.14	82.18	22.604006
3380_64300_000009_000000	"It is not here!" said Mr. Brett.	"It is not here!" said mr Brett.	true	83.12	85.33	24.97024
3380_64300_000010_000000	"I thought as much!	"I thought as much!	true	85.85	87.12	25.122675
3380_64300_000010_000001	The fool!	The fool!	true	87.12	88.09	26.463264
3380_64300_000010_000002	There was a thousand pounds there for her!	There was a thousand pounds there for her!	true	88.52	90.67	26.138231
3380_64300_000010_000003	I didn't want to drive her to despair: a dying man must mind what he is about.	I didn't want to drive her to despair: a dying man must mind what he is about.	true	91.22	95.68	21.0367
3380_64300_000010_000004	Ring the bell and see what Mewks has to say to it."	Ring the bell and see what Mewks has to say to it."	false	95.93	104.83	21.454363
3380_64300_000011_000000	Mewks came, in evident anxiety.	Mewks came, in evident anxiety.	true	106.82	109.84	23.87076
3380_64300_000012_000000	I will not record his examination.	I will not record his examination.	false	111.14	113.32	21.687925
3380_64300_000012_000001	Mr. Brett took it for granted he had deliberately and intentionally shut out Mary, and Mewks did not attempt to deny it, protesting he believed she was boring his master.	mr Brett took it for granted he had deliberately and intentionally shut out Mary, and Mewks did not attempt to deny it, protesting he believed she was boring his master.	true	113.84	123.7	21.823677
